As-Of-Date,Symbol,Name,% of Assets,Market Value
2020-12-31,IIIV,I3 VERTICALS INC CLASS A COMMON STOCK USD.0001,0.0017899700,248236.4000000000
2020-12-31,VTOL,BRISTOW GROUP INC COMMON STOCK USD.01,0.0017860900,247697.4900000000
2020-12-31,STTK,SHATTUCK LABS INC COMMON STOCK,0.0017837600,247375.2000000000
2020-12-31,AVID,AVID TECHNOLOGY INC COMMON STOCK USD.01,0.0017785400,246651.5400000000
2020-12-31,ALVR,ALLOVIR INC COMMON STOCK,0.0017767300,246400.4000000000
2020-12-31,PBF,PBF ENERGY INC CLASS A COMMON STOCK USD.001,0.0017753900,246213.8000000000
2020-12-31,FLWS,1 800 FLOWERS.COM INC CL A COMMON STOCK USD.01,0.0017728100,245856.0000000000
2020-12-31,SNDX,SYNDAX PHARMACEUTICALS INC COMMON STOCK USD.0001,0.0017694900,245396.1600000000
2020-12-31,TRST,TRUSTCO BANK CORP NY COMMON STOCK USD1.0,0.0017652600,244809.0100000000
2020-12-31,SP,SP PLUS CORP COMMON STOCK USD.001,0.0017632900,244536.0600000000
2020-12-31,FLGT,FULGENT GENETICS INC COMMON STOCK USD.0001,0.0017630700,244505.3000000000
2020-12-31,TCX,TUCOWS INC CLASS A COMMON STOCK,0.0017582500,243837.0000000000
2020-12-31,MSGN,MSG NETWORKS INC  A COMMON STOCK USD.01,0.0017512800,242870.9800000000
2020-12-31,ARLO,ARLO TECHNOLOGIES INC COMMON STOCK USD.001,0.0017460400,242144.3600000000
2020-12-31,WTRE,WATFORD HOLDINGS LTD COMMON STOCK USD.01,0.0017432000,241750.2000000000
2020-12-31,DGII,DIGI INTERNATIONAL INC COMMON STOCK USD.01,0.0017370700,240899.4000000000
2020-12-31,MNKD,MANNKIND CORP COMMON STOCK USD.01,0.0017361700,240775.2500000000
2020-12-31,GRC,GORMAN RUPP CO COMMON STOCK,0.0017296500,239870.4000000000
2020-12-31,BMTC,BRYN MAWR BANK CORP COMMON STOCK USD1.0,0.0017274000,239558.8500000000
2020-12-31,COLL,COLLEGIUM PHARMACEUTICAL INC COMMON STOCK USD.001,0.0017269700,239498.7100000000
2020-12-31,AGX,ARGAN INC COMMON STOCK USD.15,0.0017262600,239400.6900000000
2020-12-31,ALGM,ALLEGRO MICROSYSTEMS INC COMMON STOCK USD.01,0.0017213100,238713.6400000000
2020-12-31,KDMN,KADMON HOLDINGS INC COMMON STOCK USD.001,0.0017212000,238699.7000000000
2020-12-31,BPFH,BOSTON PRIVATE FINL HOLDING COMMON STOCK USD1.0,0.0017184300,238315.3500000000
2020-12-31,SCSC,SCANSOURCE INC COMMON STOCK,0.0017148300,237815.7000000000
2020-12-31,PUMP,PROPETRO HOLDING CORP COMMON STOCK,0.0017142000,237728.9100000000
2020-12-31,ISEE,IVERIC BIO INC COMMON STOCK USD.001,0.0017139800,237697.0900000000
2020-12-31,ARR,ARMOUR RESIDENTIAL REIT INC REIT USD.0001,0.0017128600,237541.8500000000
2020-12-31,VREX,VAREX IMAGING CORP COMMON STOCK USD.01,0.0017099600,237139.5600000000
2020-12-31,NFBK,NORTHFIELD BANCORP INC COMMON STOCK USD.01,0.0017082000,236896.2900000000
2020-12-31,KNL,KNOLL INC COMMON STOCK USD.01,0.0016908000,234483.6400000000
2020-12-31,RXT,RACKSPACE TECHNOLOGY INC COMMON STOCK USD.01,0.0016893800,234285.5200000000
2020-12-31,VNDA,VANDA PHARMACEUTICALS INC COMMON STOCK USD.001,0.0016797200,232945.9200000000
2020-12-31,CMO,CAPSTEAD MORTGAGE CORP REIT USD.01,0.0016791700,232870.6100000000
2020-12-31,AEGN,AEGION CORP COMMON STOCK USD.01,0.0016786500,232798.4100000000
2020-12-31,NCBS,NICOLET BANKSHARES INC COMMON STOCK,0.0016764300,232490.4000000000
2020-12-31,VIE,VIELA BIO INC COMMON STOCK,0.0016729400,232006.5000000000
2020-12-31,SGRY,SURGERY PARTNERS INC COMMON STOCK USD.01,0.0016707500,231702.8700000000
2020-12-31,ARCH,ARCH RESOURCES INC COMMON STOCK USD.01,0.0016696000,231543.3000000000
2020-12-31,SGH,SMART GLOBAL HOLDINGS INC COMMON STOCK USD.01,0.0016654900,230972.9400000000
2020-12-31,LBRT,LIBERTY OILFIELD SERVICES  A COMMON STOCK,0.0016649800,230902.7600000000
2020-12-31,CDMO,AVID BIOSERVICES INC COMMON STOCK USD.001,0.0016629100,230615.3600000000
2020-12-31,UVSP,UNIVEST FINANCIAL CORP COMMON STOCK USD5.0,0.0016627900,230598.9000000000
2020-12-31,ERII,ENERGY RECOVERY INC COMMON STOCK USD.001,0.0016609200,230338.6800000000
2020-12-31,CLNC,COLONY CREDIT REAL ESTATE IN REIT USD.01,0.0016597400,230175.0000000000
2020-12-31,SPTN,SPARTANNASH CO COMMON STOCK,0.0016587500,230038.3300000000
2020-12-31,SRDX,SURMODICS INC COMMON STOCK USD.05,0.0016547300,229480.9600000000
2020-12-31,UMH,UMH PROPERTIES INC REIT USD.1,0.0016543000,229421.7100000000
2020-12-31,WOW,WIDEOPENWEST INC COMMON STOCK USD.01,0.0016537200,229340.9800000000
2020-12-31,ACCD,ACCOLADE INC COMMON STOCK,0.0016514600,229027.5000000000
2020-12-31,NRC,NATIONAL RESEARCH CORP COMMON STOCK USD.001,0.0016510400,228969.0000000000
2020-12-31,VXRT,VAXART INC COMMON STOCK USD.1,0.0016465200,228342.9000000000
2020-12-31,VBIV,VBI VACCINES INC COMMON STOCK,0.0016449000,228118.0000000000
2020-12-31,RIGL,RIGEL PHARMACEUTICALS INC COMMON STOCK USD.001,0.0016435300,227927.0000000000
2020-12-31,BOOM,DMC GLOBAL INC COMMON STOCK USD.05,0.0016425900,227797.7500000000
2020-12-31,CERE,CEREVEL THERAPEUTICS HOLDING COMMON STOCK USD.0001,0.0016395700,227378.1200000000
2020-12-31,AAN,AARON S CO INC/THE COMMON STOCK USD.5,0.0016390900,227311.4400000000
2020-12-31,AHH,ARMADA HOFFLER PROPERTIES IN REIT USD.01,0.0016348400,226722.5400000000
2020-12-31,KIDS,ORTHOPEDIATRICS CORP COMMON STOCK USD.00025,0.0016338600,226586.2500000000
2020-12-31,QCRH,QCR HOLDINGS INC COMMON STOCK USD1.0,0.0016289100,225900.5400000000
2020-12-31,CNOB,CONNECTONE BANCORP INC COMMON STOCK,0.0016227900,225051.8800000000
2020-12-31,ANGO,ANGIODYNAMICS INC COMMON STOCK USD.01,0.0016195300,224599.8300000000
2020-12-31,PAE,PAE INC COMMON STOCK USD.0001,0.0016136300,223780.8600000000
2020-12-31,RMAX,RE/MAX HOLDINGS INC CL A COMMON STOCK USD.0001,0.0016074300,222920.8800000000
2020-12-31,ALX,ALEXANDER S INC REIT USD1.0,0.0015979200,221602.6500000000
2020-12-31,TRTX,TPG RE FINANCE TRUST INC REIT USD.001,0.0015962700,221373.9000000000
2020-12-31,VEC,VECTRUS INC COMMON STOCK USD.01,0.0015961300,221353.4400000000
2020-12-31,USCR,US CONCRETE INC COMMON STOCK USD.001,0.0015958400,221313.8900000000
2020-12-31,ARQT,ARCUTIS BIOTHERAPEUTICS INC COMMON STOCK USD.0001,0.0015937000,221017.4100000000
2020-12-31,HLX,HELIX ENERGY SOLUTIONS GROUP COMMON STOCK,0.0015930000,220920.0000000000
2020-12-31,MSP,DATTO HOLDING CORP COMMON STOCK USD.001,0.0015877000,220185.0000000000
2020-12-31,ICPT,INTERCEPT PHARMACEUTICALS IN COMMON STOCK USD.001,0.0015865600,220027.6000000000
2020-12-31,SM,SM ENERGY CO COMMON STOCK USD.01,0.0015854100,219867.1200000000
2020-12-31,MOD,MODINE MANUFACTURING CO COMMON STOCK USD.625,0.0015849200,219800.0000000000
2020-12-31,DMTK,DERMTECH INC COMMON STOCK USD.0001,0.0015831500,219553.9200000000
2020-12-31,FMBH,FIRST MID BANCSHARES INC COMMON STOCK USD4.0,0.0015827400,219496.8600000000
2020-12-31,CENX,CENTURY ALUMINUM COMPANY COMMON STOCK USD.01,0.0015812300,219287.4300000000
2020-12-31,UFCS,UNITED FIRE GROUP INC COMMON STOCK USD.001,0.0015800400,219123.0000000000
2020-12-31,AERI,AERIE PHARMACEUTICALS INC COMMON STOCK USD.001,0.0015774800,218767.4300000000
2020-12-31,AMSC,AMERICAN SUPERCONDUCTOR CORP COMMON STOCK USD.01,0.0015759500,218555.4400000000
2020-12-31,MGPI,MGP INGREDIENTS INC COMMON STOCK,0.0015735100,218217.2200000000
2020-12-31,OBNK,ORIGIN BANCORP INC COMMON STOCK,0.0015729100,218133.3500000000
2020-12-31,IMKTA,INGLES MARKETS INC CLASS A COMMON STOCK USD.05,0.0015712800,217907.2800000000
2020-12-31,GOCO,GOHEALTH INC CLASS A COMMON STOCK,0.0015676100,217398.9000000000
2020-12-31,AGM,FEDERAL AGRIC MTG CORP CL C COMMON STOCK USD1.0,0.0015660400,217181.2500000000
2020-12-31,IGMS,IGM BIOSCIENCES INC COMMON STOCK USD.01,0.0015629500,216751.9500000000
2020-12-31,DCO,DUCOMMUN INC COMMON STOCK USD.01,0.0015624200,216679.5000000000
2020-12-31,HONE,HARBORONE BANCORP INC COMMON STOCK USD.01,0.0015615600,216559.2600000000
2020-12-31,CSV,CARRIAGE SERVICES INC COMMON STOCK USD.01,0.0015607900,216452.5200000000
2020-12-31,CPS,COOPER STANDARD HOLDING COMMON STOCK USD.001,0.0015572300,215959.4300000000
2020-12-31,PRAX,PRAXIS PRECISION MEDICINES I COMMON STOCK USD.0001,0.0015540100,215513.3400000000
2020-12-31,CRMT,AMERICA S CAR MART INC COMMON STOCK USD.01,0.0015523800,215286.4000000000
2020-12-31,OSW,ONESPAWORLD HOLDINGS LTD COMMON STOCK USD.0001,0.0015516900,215191.0800000000
2020-12-31,YORW,YORK WATER CO COMMON STOCK,0.0015493900,214872.6000000000
2020-12-31,GOOD,GLADSTONE COMMERCIAL CORP REIT USD.001,0.0015476600,214632.0000000000
2020-12-31,CLSK,CLEANSPARK INC COMMON STOCK,0.0015467400,214505.2000000000
2020-12-31,LIND,LINDBLAD EXPEDITIONS HOLDING COMMON STOCK USD.0001,0.0015464300,214462.2400000000
2020-12-31,HY,HYSTER YALE MATERIALS COMMON STOCK USD.01,0.0015458400,214380.0000000000
2020-12-31,HSII,HEIDRICK + STRUGGLES INTL COMMON STOCK USD.01,0.0015418600,213827.6400000000
2020-12-31,AXGN,AXOGEN INC COMMON STOCK USD.01,0.0015415100,213779.7000000000
2020-12-31,DMRC,DIGIMARC CORP COMMON STOCK USD.001,0.0015366100,213099.6400000000
2020-12-31,ORBC,ORBCOMM INC COMMON STOCK USD.001,0.0015353400,212924.3200000000
2020-12-31,TGI,TRIUMPH GROUP INC COMMON STOCK USD.001,0.0015340300,212741.2800000000
2020-12-31,NGM,NGM BIOPHARMACEUTICALS INC COMMON STOCK USD.001,0.0015326400,212549.7200000000
2020-12-31,WIFI,BOINGO WIRELESS INC COMMON STOCK,0.0015311000,212334.9600000000
2020-12-31,CHUY,CHUY S HOLDINGS INC COMMON STOCK USD.01,0.0015281000,211920.0000000000
2020-12-31,THR,THERMON GROUP HOLDINGS INC COMMON STOCK USD.001,0.0015269200,211755.2400000000
2020-12-31,CAC,CAMDEN NATIONAL CORP COMMON STOCK,0.0015253000,211531.3600000000
2020-12-31,KDNY,CHINOOK THERAPEUTICS INC COMMON STOCK USD.0001,0.0015245700,211429.6600000000
2020-12-31,MCFE,MCAFEE CORP   CLASS A COMMON STOCK USD.001,0.0015226400,211161.8800000000
2020-12-31,STRL,STERLING CONSTRUCTION CO COMMON STOCK USD.01,0.0015225400,211149.0600000000
2020-12-31,EFC,ELLINGTON FINANCIAL INC REIT,0.0015171500,210401.5200000000
2020-12-31,BBSI,BARRETT BUSINESS SVCS INC COMMON STOCK USD.01,0.0015168500,210359.6400000000
2020-12-31,KYMR,KYMERA THERAPEUTICS INC COMMON STOCK,0.0015155600,210180.0000000000
2020-12-31,EIGI,ENDURANCE INTERNATIONAL GROU COMMON STOCK USD.0001,0.0015120600,209695.5000000000
2020-12-31,HSTM,HEALTHSTREAM INC COMMON STOCK,0.0015110500,209554.8000000000
2020-12-31,TTCF,TATTOOED CHEF INC COMMON STOCK USD.0001,0.0015109100,209535.0600000000
2020-12-31,PDFS,PDF SOLUTIONS INC COMMON STOCK USD.00015,0.0015106400,209498.4000000000
2020-12-31,TILE,INTERFACE INC COMMON STOCK USD.1,0.0015106200,209496.0000000000
2020-12-31,ZIOP,ZIOPHARM ONCOLOGY INC COMMON STOCK USD.001,0.0015077500,209097.0000000000
2020-12-31,SYX,SYSTEMAX INC COMMON STOCK USD.01,0.0015072200,209023.3600000000
2020-12-31,IVR,INVESCO MORTGAGE CAPITAL REIT USD.01,0.0015068700,208975.2600000000
2020-12-31,ANIK,ANIKA THERAPEUTICS INC COMMON STOCK USD.01,0.0015032100,208467.5600000000
2020-12-31,NLS,NAUTILUS INC COMMON STOCK,0.0014986100,207829.9800000000
2020-12-31,TPB,TURNING POINT BRANDS INC COMMON STOCK USD.01,0.0014973100,207649.6000000000
2020-12-31,TPC,TUTOR PERINI CORP COMMON STOCK USD1.0,0.0014946300,207277.7000000000
2020-12-31,CNXN,PC CONNECTION INC COMMON STOCK USD.01,0.0014942500,207224.7800000000
2020-12-31,FLXN,FLEXION THERAPEUTICS INC COMMON STOCK USD.001,0.0014856700,206035.1600000000
2020-12-31,MCFT,MASTERCRAFT BOAT HOLDINGS IN COMMON STOCK USD.01,0.0014821800,205551.0000000000
2020-12-31,WINA,WINMARK CORP COMMON STOCK,0.0014817700,205494.8000000000
2020-12-31,CAL,CALERES INC COMMON STOCK USD.01,0.0014771800,204858.5000000000
2020-12-31,CFB,CROSSFIRST BANKSHARES INC COMMON STOCK USD.01,0.0014710900,204013.5000000000
2020-12-31,KOP,KOPPERS HOLDINGS INC COMMON STOCK USD.01,0.0014699000,203848.7200000000
2020-12-31,CAI,CAI INTERNATIONAL INC COMMON STOCK USD.0001,0.0014689500,203716.0400000000
2020-12-31,WETF,WISDOMTREE INVESTMENTS INC COMMON STOCK USD.01,0.0014676100,203530.0500000000
2020-12-31,GTS,TRIPLE S MANAGEMENT CORP B COMMON STOCK USD1.0,0.0014636000,202974.4500000000
2020-12-31,CLW,CLEARWATER PAPER CORP COMMON STOCK USD.0001,0.0014606600,202566.5000000000
2020-12-31,SLCA,US SILICA HOLDINGS INC COMMON STOCK USD.01,0.0014558200,201895.2000000000
2020-12-31,AVIR,ATEA PHARMACEUTICALS INC COMMON STOCK USD.001,0.0014554100,201839.1800000000
2020-12-31,PACK,RANPAK HOLDINGS CORP COMMON STOCK USD.0001,0.0014546600,201734.4000000000
2020-12-31,EGRX,EAGLE PHARMACEUTICALS INC COMMON STOCK USD.001,0.0014540300,201648.1000000000
2020-12-31,TEN,TENNECO INC CLASS A COMMON STOCK USD.01,0.0014490400,200954.8000000000
2020-12-31,RUTH,RUTH S HOSPITALITY GROUP INC COMMON STOCK USD.01,0.0014476100,200756.7900000000
2020-12-31,HTBK,HERITAGE COMMERCE CORP COMMON STOCK,0.0014447800,200364.4300000000
2020-12-31,NK,NANTKWEST INC COMMON STOCK USD.0001,0.0014395800,199643.4100000000
2020-12-31,SPPI,SPECTRUM PHARMACEUTICALS INC COMMON STOCK USD.001,0.0014374800,199352.0100000000
2020-12-31,AMRX,AMNEAL PHARMACEUTICALS INC COMMON STOCK USD.01,0.0014363300,199192.5900000000
2020-12-31,GMRE,GLOBAL MEDICAL REIT INC REIT,0.0014350900,199021.3400000000
2020-12-31,GPMT,GRANITE POINT MORTGAGE TRUST REIT USD.01,0.0014325000,198661.1400000000
2020-12-31,CIO,CITY OFFICE REIT INC REIT USD.01,0.0014319500,198585.0200000000
2020-12-31,GERN,GERON CORP COMMON STOCK USD.001,0.0014312000,198481.2900000000
2020-12-31,ACEL,ACCEL ENTERTAINMENT INC COMMON STOCK USD.0001,0.0014179000,196636.9000000000
2020-12-31,KODK,EASTMAN KODAK CO COMMON STOCK USD.01,0.0014173800,196564.7200000000
2020-12-31,RMR,RMR GROUP INC/THE   A COMMON STOCK,0.0014141200,196112.3600000000
2020-12-31,BDSI,BIODELIVERY SCIENCES INTL COMMON STOCK USD.001,0.0014139200,196085.4000000000
2020-12-31,GTES,GATES INDUSTRIAL CORP PLC COMMON STOCK USD.01,0.0014119700,195814.9600000000
2020-12-31,CTBI,COMMUNITY TRUST BANCORP INC COMMON STOCK USD5.0,0.0014041800,194734.8000000000
2020-12-31,CTRN,CITI TRENDS INC COMMON STOCK USD.01,0.0013992500,194050.0800000000
2020-12-31,CATC,CAMBRIDGE BANCORP COMMON STOCK USD1.0,0.0013956900,193556.2500000000
2020-12-31,THFF,FIRST FINANCIAL CORP/INDIANA COMMON STOCK,0.0013936900,193278.7500000000
2020-12-31,HWKN,HAWKINS INC COMMON STOCK USD.05,0.0013877000,192448.4900000000
2020-12-31,DFIN,DONNELLEY FINANCIAL SOLUTION COMMON STOCK USD.01,0.0013828600,191777.9700000000
2020-12-31,XOMA,XOMA CORP COMMON STOCK USD.0005,0.0013804000,191435.9400000000
2020-12-31,PQG,PQ GROUP HOLDINGS INC COMMON STOCK,0.0013802200,191411.9800000000
2020-12-31,NEX,NEXTIER OILFIELD SOLUTIONS I COMMON STOCK USD.01,0.0013778200,191078.2400000000
2020-12-31,CUBI,CUSTOMERS BANCORP INC COMMON STOCK USD1.0,0.0013777700,191071.8000000000
2020-12-31,ATEN,A10 NETWORKS INC COMMON STOCK USD.00001,0.0013776700,191057.2200000000
2020-12-31,GOSS,GOSSAMER BIO INC COMMON STOCK USD.0001,0.0013768500,190943.8200000000
2020-12-31,HBNC,HORIZON BANCORP INC/IN COMMON STOCK,0.0013754400,190748.2200000000
2020-12-31,TA,TRAVELCENTERS OF AMERICA INC COMMON STOCK USD.00001,0.0013742200,190579.6000000000
2020-12-31,ASPN,ASPEN AEROGELS INC COMMON STOCK USD.00001,0.0013630600,189030.9400000000
2020-12-31,FSP,FRANKLIN STREET PROPERTIES C REIT USD.0001,0.0013571500,188211.5300000000
2020-12-31,LLNW,LIMELIGHT NETWORKS INC COMMON STOCK USD.001,0.0013467400,186767.9100000000
2020-12-31,AVRO,AVROBIO INC COMMON STOCK USD.0001,0.0013437200,186349.9200000000
2020-12-31,PEBO,PEOPLES BANCORP INC COMMON STOCK,0.0013374900,185485.2300000000
2020-12-31,AWH,ASPIRA WOMEN S HEALTH INC COMMON STOCK USD.0001,0.0013373400,185464.4000000000
2020-12-31,IIIN,INSTEEL INDUSTRIES INC COMMON STOCK,0.0013368600,185397.7500000000
2020-12-31,GCI,GANNETT CO INC COMMON STOCK USD.01,0.0013352900,185179.6800000000
2020-12-31,CMTL,COMTECH TELECOMMUNICATIONS COMMON STOCK USD.1,0.0013351100,185154.8100000000
2020-12-31,SFT,SHIFT TECHNOLOGIES INC COMMON STOCK USD.0001,0.0013344700,185066.0600000000
2020-12-31,CRSR,CORSAIR GAMING INC COMMON STOCK,0.0013312000,184613.3400000000
2020-12-31,QEP,QEP RESOURCES INC COMMON STOCK USD.01,0.0013300300,184450.6400000000
2020-12-31,LOVE,LOVESAC CO/THE COMMON STOCK USD.00001,0.0013298400,184425.2000000000
2020-12-31,BZH,BEAZER HOMES USA INC COMMON STOCK USD.001,0.0013297000,184405.8000000000
2020-12-31,KNSA,KINIKSA PHARMACEUTICALS A COMMON STOCK USD.000273,0.0013271400,184050.7200000000
2020-12-31,RLMD,RELMADA THERAPEUTICS INC COMMON STOCK,0.0013259800,183889.3800000000
2020-12-31,SRG,SERITAGE GROWTH PROP  A REIT REIT USD.01,0.0013236000,183558.7200000000
2020-12-31,VAPO,VAPOTHERM INC COMMON STOCK USD.001,0.0013234200,183534.3800000000
2020-12-31,LILA,LIBERTY LATIN AMERIC CL A COMMON STOCK USD.01,0.0013226100,183422.4000000000
2020-12-31,UBA,URSTADT BIDDLE   CLASS A REIT USD.01,0.0013215900,183280.2300000000
2020-12-31,RFP,RESOLUTE FOREST PRODUCTS COMMON STOCK USD.001,0.0013204300,183120.0000000000
2020-12-31,CASS,CASS INFORMATION SYSTEMS INC COMMON STOCK USD.5,0.0013122300,181982.0700000000
2020-12-31,WSBF,WATERSTONE FINANCIAL INC COMMON STOCK USD.01,0.0013107900,181782.3800000000
2020-12-31,TR,TOOTSIE ROLL INDS COMMON STOCK USD.694,0.0013085100,181467.0000000000
2020-12-31,TSC,TRISTATE CAPITAL HLDGS INC COMMON STOCK,0.0013012200,180455.4000000000
2020-12-31,PARR,PAR PACIFIC HOLDINGS INC COMMON STOCK USD.01,0.0013011100,180439.8600000000
2020-12-31,GTHX,G1 THERAPEUTICS INC COMMON STOCK,0.0013000700,180295.7800000000
2020-12-31,WLDN,WILLDAN GROUP INC COMMON STOCK USD.01,0.0012956700,179685.3000000000
2020-12-31,BCEL,ATRECA INC   A COMMON STOCK USD.0001,0.0012953100,179636.4500000000
2020-12-31,ORIC,ORIC PHARMACEUTICALS INC COMMON STOCK USD.0001,0.0012936500,179405.0000000000
2020-12-31,ASIX,ADVANSIX INC COMMON STOCK USD.01,0.0012913800,179090.4100000000
2020-12-31,SPRO,SPERO THERAPEUTICS INC COMMON STOCK USD.001,0.0012871500,178504.3400000000
2020-12-31,GSBC,GREAT SOUTHERN BANCORP INC COMMON STOCK USD.01,0.0012831300,177947.1000000000
2020-12-31,AGEN,AGENUS INC COMMON STOCK USD.01,0.0012779500,177227.7600000000
2020-12-31,QTNT,QUOTIENT LTD COMMON STOCK,0.0012717900,176374.1300000000
2020-12-31,GPRE,GREEN PLAINS INC COMMON STOCK USD.001,0.0012667500,175674.6300000000
2020-12-31,ECOM,CHANNELADVISOR CORP COMMON STOCK USD.001,0.0012641600,175316.5800000000
2020-12-31,CUTR,CUTERA INC COMMON STOCK USD.001,0.0012592000,174628.7300000000
2020-12-31,AMOT,ALLIED MOTION TECHNOLOGIES COMMON STOCK,0.0012568500,174302.1000000000
2020-12-31,BNFT,BENEFITFOCUS INC COMMON STOCK USD.001,0.0012561800,174208.8800000000
2020-12-31,EAR,EARGO INC COMMON STOCK USD.0001,0.0012533200,173811.9600000000
2020-12-31,BV,BRIGHTVIEW HOLDINGS INC COMMON STOCK USD.01,0.0012521700,173653.2000000000
2020-12-31,CPE,CALLON PETROLEUM CO COMMON STOCK USD.01,0.0012514600,173554.0800000000
2020-12-31,FFG,FBL FINANCIAL GROUP INC CL A COMMON STOCK,0.0012513900,173545.5500000000
2020-12-31,DJCO,DAILY JOURNAL CORP COMMON STOCK USD.01,0.0012439100,172508.0000000000
2020-12-31,INSW,INTERNATIONAL SEAWAYS INC COMMON STOCK,0.0012405100,172036.5500000000
2020-12-31,GCO,GENESCO INC COMMON STOCK USD1.0,0.0012376100,171633.3600000000
2020-12-31,SUMO,SUMO LOGIC INC COMMON STOCK USD.0001,0.0012334100,171051.3000000000
2020-12-31,BOMN,BOSTON OMAHA CORP CL A COMMON STOCK,0.0012325500,170932.3000000000
2020-12-31,MLR,MILLER INDUSTRIES INC/TENN COMMON STOCK USD.01,0.0012309500,170709.8000000000
2020-12-31,APEI,AMERICAN PUBLIC EDUCATION COMMON STOCK USD.01,0.0012307900,170688.0000000000
2020-12-31,CTT,CATCHMARK TIMBER TRUST INC A REIT USD.01,0.0012290400,170445.6000000000
2020-12-31,VCTR,VICTORY CAPITAL HOLDING   A COMMON STOCK USD.01,0.0012267100,170122.1700000000
2020-12-31,MARA,MARATHON PATENT GROUP INC COMMON STOCK USD.001,0.0012242800,169785.7200000000
2020-12-31,DVAX,DYNAVAX TECHNOLOGIES CORP COMMON STOCK USD.001,0.0012239600,169740.8000000000
2020-12-31,SYRS,SYROS PHARMACEUTICALS INC COMMON STOCK USD.001,0.0012231500,169628.9000000000
2020-12-31,RNA,AVIDITY BIOSCIENCES INC COMMON STOCK,0.0012209600,169325.2000000000
2020-12-31,KROS,KEROS THERAPEUTICS INC COMMON STOCK USD.0001,0.0012197300,169154.9200000000
2020-12-31,FFIC,FLUSHING FINANCIAL CORP COMMON STOCK USD.01,0.0012141500,168380.1600000000
2020-12-31,TMDX,TRANSMEDICS GROUP INC COMMON STOCK,0.0012125200,168155.0000000000
2020-12-31,VERU,VERU INC COMMON STOCK USD.01,0.0012117800,168052.2000000000
2020-12-31,RYAM,RAYONIER ADVANCED MATERIALS COMMON STOCK USD.01,0.0012090600,167674.8400000000
2020-12-31,HMHC,HOUGHTON MIFFLIN HARCOURT CO COMMON STOCK USD.01,0.0012076500,167479.0200000000
2020-12-31,TRUE,TRUECAR INC COMMON STOCK USD.0001,0.0012029600,166828.2000000000
2020-12-31,LQDT,LIQUIDITY SERVICES INC COMMON STOCK USD.001,0.0012028700,166816.3500000000
2020-12-31,HOFT,HOOKER FURNITURE CORP COMMON STOCK,0.0012001700,166442.2500000000
2020-12-31,CVM,CEL SCI CORP COMMON STOCK USD.01,0.0012000400,166423.1800000000
2020-12-31,AKRO,AKERO THERAPEUTICS INC COMMON STOCK USD.0001,0.0011993800,166332.6000000000
2020-12-31,CLDT,CHATHAM LODGING TRUST REIT USD.01,0.0011989800,166276.8000000000
2020-12-31,ANAB,ANAPTYSBIO INC COMMON STOCK USD.001,0.0011968400,165980.0000000000
2020-12-31,USM,US CELLULAR CORP COMMON STOCK USD1.0,0.0011950100,165726.0000000000
2020-12-31,LDL,LYDALL INC COMMON STOCK USD.1,0.0011909600,165165.0000000000
2020-12-31,SNR,NEW SENIOR INVESTMENT GROUP REIT,0.0011868500,164594.5000000000
2020-12-31,MTW,MANITOWOC COMPANY INC COMMON STOCK USD.01,0.0011834700,164125.6100000000
2020-12-31,CPF,CENTRAL PACIFIC FINANCIAL CO COMMON STOCK,0.0011818700,163904.2200000000
2020-12-31,FBM,FOUNDATION BUILDING MATERIAL COMMON STOCK USD.001,0.0011781000,163381.0500000000
2020-12-31,ALRS,ALERUS FINANCIAL CORP COMMON STOCK USD1.0,0.0011780300,163371.5300000000
2020-12-31,FLIC,FIRST OF LONG ISLAND CORP COMMON STOCK USD.1,0.0011768100,163202.5500000000
2020-12-31,FOSL,FOSSIL GROUP INC COMMON STOCK USD.01,0.0011763200,163134.7200000000
2020-12-31,AKTS,AKOUSTIS TECHNOLOGIES INC COMMON STOCK USD.001,0.0011738600,162793.5300000000
2020-12-31,FLDM,FLUIDIGM CORP COMMON STOCK USD.001,0.0011736400,162762.0000000000
2020-12-31,CENT,CENTRAL GARDEN + PET CO COMMON STOCK USD.01,0.0011720900,162548.1000000000
